-5.873289999999999900e+00 9.190574983794999597e-02
-5.873289999999999900e+00 8.947116043826999765e-02
-5.873285000000000089e+00 9.281872086282999534e-02
-5.873285000000000089e+00 8.977548411322999744e-02
-5.873285000000000089e+00 9.281872086282999534e-02
-5.873285000000000089e+00 8.916683676330999786e-02
-5.873285000000000089e+00 9.312304453778999513e-02
-5.873285000000000089e+00 9.038413146314999702e-02
-5.873285000000000089e+00 9.190574983794999597e-02
-5.873280000000000278e+00 9.068845513810999681e-02
-5.873285000000000089e+00 9.129710248802999639e-02
-5.873285000000000089e+00 9.068845513810999681e-02
-5.873280000000000278e+00 9.190574983794999597e-02
-5.873280000000000278e+00 9.068845513810999681e-02
-5.873280000000000278e+00 9.190574983794999597e-02
-5.873280000000000278e+00 8.977548411322999744e-02
-5.873274999999999579e+00 9.251439718786999555e-02
-5.873269999999999769e+00 9.007980778818999723e-02
-5.873269999999999769e+00 9.190574983794999597e-02
-5.873269999999999769e+00 8.947116043826999765e-02
-5.873264999999999958e+00 9.129710248802999639e-02
-5.873249999999999638e+00 9.038413146314999702e-02
-5.873235000000000205e+00 9.129710248802999639e-02
-5.873224999999999696e+00 9.068845513810999681e-02
-5.873210000000000264e+00 9.068845513810999681e-02
-5.873194999999999943e+00 9.068845513810999681e-02
-5.873170000000000002e+00 9.099277881306999660e-02
-5.873145000000000060e+00 9.160142616298999618e-02
-5.873124999999999929e+00 9.068845513810999681e-02
-5.873095000000000176e+00 9.007980778818999723e-02
-5.873075000000000045e+00 9.129710248802999639e-02
-5.873054999999999914e+00 9.160142616298999618e-02
-5.873029999999999973e+00 9.160142616298999618e-02
-5.873009999999999842e+00 9.099277881306999660e-02
-5.872989999999999711e+00 9.129710248802999639e-02
-5.872959999999999958e+00 9.190574983794999597e-02
-5.872939999999999827e+00 9.190574983794999597e-02
-5.872914999999999885e+00 8.947116043826999765e-02
-5.872894999999999754e+00 9.129710248802999639e-02
-5.872874999999999623e+00 9.281872086282999534e-02
-5.872855000000000381e+00 9.129710248802999639e-02
-5.872835000000000250e+00 9.403601556266999451e-02
-5.872815000000000119e+00 9.099277881306999660e-02
-5.872794999999999987e+00 9.312304453778999513e-02
-5.872779999999999667e+00 9.129710248802999639e-02
-5.872760000000000424e+00 9.251439718786999555e-02
-5.872740000000000293e+00 9.190574983794999597e-02
-5.872720000000000162e+00 9.312304453778999513e-02
-5.872704999999999842e+00 9.129710248802999639e-02
-5.872690000000000410e+00 9.312304453778999513e-02
-5.872664999999999580e+00 9.221007351290999576e-02
-5.872650000000000148e+00 9.312304453778999513e-02
-5.872634999999999827e+00 9.160142616298999618e-02
-5.872614999999999696e+00 9.342736821274999492e-02
-5.872594999999999565e+00 9.160142616298999618e-02
-5.872580000000000133e+00 9.373169188770999471e-02
-5.872564999999999813e+00 9.099277881306999660e-02
-5.872544999999999682e+00 9.251439718786999555e-02
-5.872530000000000250e+00 9.160142616298999618e-02
-5.872510000000000119e+00 9.251439718786999555e-02
-5.872494999999999798e+00 9.007980778818999723e-02
-5.872480000000000366e+00 9.251439718786999555e-02
-5.872455000000000425e+00 9.007980778818999723e-02
-5.872440000000000104e+00 9.129710248802999639e-02
-5.872419999999999973e+00 9.099277881306999660e-02
-5.872404999999999653e+00 9.129710248802999639e-02
-5.872390000000000221e+00 8.947116043826999765e-02
-5.872370000000000090e+00 9.129710248802999639e-02
-5.872359999999999580e+00 8.916683676330999786e-02
-5.872340000000000337e+00 9.099277881306999660e-02
-5.872325000000000017e+00 8.825386573842999849e-02
-5.872304999999999886e+00 9.038413146314999702e-02
-5.872284999999999755e+00 8.734089471354999912e-02
-5.872270000000000323e+00 9.038413146314999702e-02
-5.872250000000000192e+00 8.794954206346999870e-02
-5.872234999999999872e+00 8.916683676330999786e-02
-5.872209999999999930e+00 8.703657103858999933e-02
-5.872194999999999609e+00 8.825386573842999849e-02
-5.872175000000000367e+00 8.734089471354999912e-02
-5.872155000000000236e+00 8.734089471354999912e-02
-5.872135000000000105e+00 8.612360001370999996e-02
-5.872114999999999974e+00 8.703657103858999933e-02
-5.872099999999999653e+00 8.551495266379000038e-02
-5.872074999999999712e+00 8.612360001370999996e-02
