0.0572129,0.028355
0.052648,-5.87284
0.0900798,0.02793
0.0906885,-5.87329
0.0976879,0.027915
0.0998182,0.027915
0.0937317,-5.87329
0.101035,0.02792
0.0979922,-5.87327
0.101644,0.02791
0.0946447,-5.87329
0.104383,0.02791
0.0979922,-5.87329
0.105296,0.027915
0.100427,-5.87328
0.110469,0.02791
0.104687,-5.87332
0.108948,0.027905
0.104687,-5.87328
0.111687,0.02791
0.105905,-5.87328
0.111078,0.02791
0.104687,-5.87328
0.1126,0.02791
0.104383,-5.87328
0.111382,0.027915
0.1056,-5.8733
0.110774,0.02791
0.105296,-5.87327
0.113817,0.027915
0.105905,-5.87329
0.115339,0.02791
0.107731,-5.87329
0.114121,0.027905
0.108948,-5.87329
0.116252,0.027905
0.104992,-5.87328
0.11473,0.02791
0.109252,-5.87329
0.110774,0.02792
0.102253,-5.87329
0.110165,0.027915
0.102253,-5.87328
0.107426,0.027925
0.0998182,-5.8733
0.105296,0.027915
0.100427,-5.87328
0.106513,0.02792
0.101035,-5.87328
0.105905,0.027915
0.0979922,-5.87327
0.105905,0.02792
0.100427,-5.87329
0.106513,0.02792
0.101035,-5.87329
0.106513,0.027915
0.0964706,-5.87328
0.105296,0.027915
0.10134,-5.87329
0.106818,0.027915
0.102861,-5.87329
0.109861,0.02791
0.103166,-5.8733
0.110165,0.02791
0.104383,-5.87329
0.110165,0.02792
0.103774,-5.87328
0.111687,0.027915
0.105296,-5.87329
0.109557,0.02791
0.103774,-5.87329
0.106818,0.027935
0.102253,-5.87328
0.111382,0.027915
0.107122,-5.87328
0.112904,0.02792
0.107731,-5.87327
0.111991,0.02791
0.107731,-5.87328
0.113817,0.027915
0.108035,-5.87328
0.11473,0.02792
0.108035,-5.87328
0.115034,0.027915
0.110469,-5.87328
0.115034,0.02791
0.108339,-5.87328
0.109252,0.027915
0.104079,-5.87329
0.108948,0.027915
0.104383,-5.87328
0.107731,0.027915
0.101948,-5.87328
0.108948,0.027915
0.100427,-5.87327
0.107122,0.027915
0.1056,-5.87328
0.105905,0.027905
0.0992095,-5.87328
0.106209,0.02792
0.102253,-5.87327
0.105296,0.027915
0.0979922,-5.87331
0.103774,0.02791
0.100427,-5.87331
0.105296,0.02791
0.0967749,-5.87329
0.107731,0.02792
0.102861,-5.87327
0.109861,0.027915
0.102557,-5.87328
0.110165,0.027915
0.1056,-5.87328
0.110774,0.02791
0.105296,-5.87327
0.112295,0.02791
0.101644,-5.87331
0.111078,0.02791
0.104687,-5.87328
0.112904,0.02791
0.102253,-5.8733
0.110469,0.02791
0.1056,-5.87328
0.112295,0.027905
0.1056,-5.87328
0.112904,0.02791
0.104992,-5.87328
0.115643,0.02791
0.109557,-5.87328
0.115643,0.0279
0.109557,-5.87329
0.11473,0.02791
0.110165,-5.87327
0.11686,0.027905
0.108948,-5.8733
0.110774,0.027905
0.102861,-5.87328
0.110165,0.027905
0.1056,-5.87329
0.108644,0.0279
0.101948,-5.87328
0.107426,0.027905
0.100122,-5.87328
0.106513,0.027905
0.0976879,-5.87328
0.1056,0.02791
0.0982965,-5.87328
0.104079,0.0279
0.0970793,-5.87328
0.104687,0.0279
0.0986009,-5.87328
0.104383,0.027905
0.101644,-5.87328
0.10347,0.0279
0.0979922,-5.87329
0.105296,0.0279
0.0970793,-5.87328
0.107731,0.027905
0.102253,-5.87328
0.109861,0.027905
0.10347,-5.87327
0.111078,0.027905
0.104687,-5.8733
0.110774,0.0279
0.107426,-5.87328
0.108644,0.02791
0.103166,-5.87329
0.111687,0.027905
0.104992,-5.87327
0.112295,0.0279
0.102557,-5.87328
0.111382,0.027905
0.10134,-5.87328
0.111991,0.0279
0.106513,-5.8733
0.112904,0.027905
0.106818,-5.87329
0.1126,0.027905
0.104992,-5.87329
0.115339,0.027905
0.109252,-5.87328
0.116252,0.027905
0.110774,-5.87328
0.110774,0.02791
0.106209,-5.87328
0.109252,0.02791
0.101948,-5.87331
0.109861,0.02791
0.101035,-5.8733
0.106513,0.02791
0.0979922,-5.87327
0.105296,0.027915
0.100427,-5.87328
0.105905,0.02791
0.100731,-5.87329
0.105905,0.027905
0.0967749,-5.87328
0.106209,0.02791
0.0970793,-5.87328
0.104079,0.02792
0.101035,-5.87328
0.103774,0.02791
0.095862,-5.87331
0.105905,0.02791
0.0979922,-5.87327
0.108035,0.027925
